src,tgt,current_line,New Line,Line,abs_src_Length,abs_src_MaxDepDepth,abs_src_MaxDepLength,abs_src_DiffWords,abs_src_Leven,abs_src_WordCount,abs_tgt_Length,abs_tgt_MaxDepDepth,abs_tgt_MaxDepLength,abs_tgt_DiffWords,abs_tgt_Leven,abs_tgt_WordCount,Length_ratio,MaxDepDepth_ratio,MaxDepLength_ratio,DiffWords_ratio,Leven_ratio,WordCount_ratio,abs_src_FreqRank,abs_tgt_FreqRank,FreqRank_ratio,abs_src_FKGL_Grade,abs_tgt_FKGL_Grade,FKGL_Grade_ratio,abs_src_ARI_Grade,abs_tgt_ARI_Grade,ARI_Grade_ratio,similarity,label,"(2, 'label')","(3, 'label')","(4, 'label')","(5, 'label')","(6, 'label')","(7, 'label')","(8, 'label')","(2, 'label').1","(3, 'label').1","(4, 'label').1","(5, 'label').1","(6, 'label').1"
"Originally used to refer to the Upper New York Bay, the term is also used to describe the Port of New York and New Jersey, the port district for New York-Newark metropolitan area, under the jurisdiction of the Port Authority.","The term used to refer to the Upper New York Bay and the term is also used to describe the Port of New York and New Jersey, the port district for New York-Newark metropolitan area, under the jurisdiction of the Port Authority.",3491,3513,102856,225.0,7.0,17.0,7.0,0.95,40.0,226.0,7.0,14.0,6.0,0.95,42.0,1.0,1.0,0.82,0.86,0.95,1.05,8.36,8.25,0.99,13,13,1.0,14,14,1.0,0.9862923622131348,1,1,1,1,1,0,1,1,1,1,1,1,0
"On this day, the President directs that the American flag be flown at half-staff at individual American homes, at the White House, and on all U.S. government buildings and establishments, home and abroad.","On this day, the American flag is to be flown at half-staff at individual American homes, at the White House, and on all U.S. government buildings, home and abroad.",131312,132355,168463,204.0,6.0,16.0,5.0,0.86,33.0,164.0,6.0,19.0,2.0,0.86,29.0,0.8,1.0,1.19,0.4,0.86,0.88,7.86,7.64,0.97,8,7,0.88,11,8,0.73,0.9483376741409302,1,1,1,1,1,0,1,1,1,1,1,1,0
Halls was first made in the 1930s in Britain by the Halls Brothers company (founded 1893).,They come in multiple flavors and were first made in the Halls Brothers company in Britain.,6543,6594,104099,90.0,4.0,6.0,2.0,0.56,16.0,91.0,5.0,7.0,3.0,0.56,16.0,1.01,1.25,1.17,1.5,0.56,1.0,9.18,8.58,0.93,6,7,1.17,9,9,1.0,0.6975791454315186,0,1,1,1,1,0,1,1,1,1,1,1,0
"A gated residential area called Seaview Apartments lies close to a section of Clifton beach known as Seaview beach or simply ""Seaview"".",A gated residential area called Seaview Apartments lies close to a section of Clifton beach known as Seaview beach or simply Seaview.,178177,179588,154400,135.0,9.0,15.0,6.0,0.99,22.0,133.0,9.0,10.0,6.0,0.99,22.0,0.99,1.0,0.67,1.0,0.99,1.0,9.88,9.88,1.0,11,11,1.0,14,14,1.0,0.9386388659477234,1,1,1,1,1,0,1,1,1,1,1,1,0
"Gooloogong is a village located in central New South Wales, Australia.",Gooloogong is a small town in New South Wales.,33932,34200,51697,70.0,5.0,4.0,3.0,0.69,11.0,46.0,4.0,3.0,0.0,0.69,9.0,0.66,0.8,0.75,0.17,0.69,0.82,7.63,7.81,1.02,6,0,0.0,10,3,0.3,0.8267438411712646,1,1,1,1,1,0,1,1,1,1,1,1,0
"Born in Melbourne, Brady was involved in the early days of television.","He was born in Melbourne, Brady was involved in the early days of television.",184748,186210,111642,70.0,4.0,6.0,3.0,0.94,12.0,77.0,4.0,6.0,3.0,0.94,14.0,1.1,1.0,1.0,1.0,0.94,1.17,8.57,7.72,0.9,6,6,1.0,8,7,0.88,0.9374707341194152,1,1,1,1,1,0,1,1,1,1,1,1,0
"The fastest non-randomized algorithm, by Bernard Chazelle, is based on the soft heap, an approximate priority queue.","The fastest minimum spanning tree algorithm to date was developed by Bernard Chazelle. The algorithm is based on the soft heap, an approximate priority queue.",59160,59641,274459,116.0,4.0,7.0,4.0,0.77,17.0,78.5,4.0,5.0,6.0,0.77,12.5,0.68,1.0,0.71,1.5,0.77,0.74,9.4,9.33,0.99,10,8,0.8,14,10,0.71,0.813765823841095,1,1,1,1,1,0,1,1,1,1,1,1,0
History The first recorded use of silver as a color name in English was in 1481.,The first recorded use of silver as a color name in English was in 1481.,112671,113575,88158,80.0,5.0,13.0,1.0,0.95,16.0,72.0,5.0,9.0,1.0,0.95,15.0,0.9,1.0,0.69,1.0,0.95,0.94,7.45,6.96,0.93,7,6,0.86,6,4,0.67,0.973396897315979,1,1,1,1,1,0,1,1,1,1,1,1,0
"Nine Inch Nails is an American industrial rock project, founded in 1988 by Trent Reznor in Cleveland, Ohio.","Trent Reznor writes all the band's songs and plays most of the music himself. He started the band in 1988 in Cleveland, Ohio, USA.",170000,171350,42268,107.0,7.0,5.0,3.0,0.48,18.0,64.5,5.0,7.0,2.0,0.48,12.0,0.6,0.71,1.4,0.67,0.48,0.67,9.72,7.79,0.8,8,3,0.38,11,6,0.55,0.7139230370521545,0,1,1,1,1,0,1,1,1,1,1,1,0
Sulfur dioxide (also sulphur dioxide) is the chemical compound with the formula.,Sulfur dioxide (also sulphur dioxide) is the chemical compound with the formula SO2.,185920,187388,217139,80.0,4.0,6.0,6.0,0.98,12.0,84.0,4.0,7.0,6.0,0.98,13.0,1.05,1.0,1.17,1.0,0.98,1.08,9.73,10.73,1.1,10,11,1.1,12,11,0.92,0.9704669713974,1,1,1,1,1,0,1,1,1,1,1,1,0
"In many national currencies, the cent is a monetary unit that equals 1 100 of the basic monetary unit.","In many currencies, the cent is a monetary unit that is the same as 1\/100 of the normal unit.",50871,51283,288420,102.0,6.0,7.0,4.0,0.79,19.0,94.0,8.0,6.0,3.0,0.79,19.0,0.92,1.33,0.86,0.75,0.79,1.0,9.13,9.13,1.0,10,7,0.7,9,7,0.78,0.8852699398994446,1,1,1,1,1,0,1,1,1,1,1,1,0
"Le Guin was born and raised in Berkeley, California, the daughter of anthropologist Alfred L. Kroeber and writer Theodora Kroeber.","The Other Wind, 2001",72994,73581,113178,130.0,8.0,5.0,7.0,0.15,20.0,20.0,1.0,2.0,0.0,0.15,4.0,0.15,0.12,0.4,0.07,0.15,0.2,10.98,8.01,0.73,8,1,0.12,10,1,0.1,0.5540770292282104,0,1,1,1,1,0,1,1,1,1,1,1,0
"The publication of Coleman's newspaper was interrupted by the American Civil War, but three years after the war he founded the Coleman's Rural World.",His career in politics continued when he was made the Lieutenant Governor of Missouri from 1875 to 1877.,82301,82970,76204,149.0,6.0,10.0,6.0,0.38,24.0,104.0,4.0,6.0,6.0,0.38,18.0,0.7,0.67,0.6,1.0,0.38,0.75,8.16,8.36,1.02,13,9,0.69,14,10,0.71,0.5358458161354065,0,1,1,1,1,0,1,1,1,1,1,1,0
The story was supposed to be set on the day immediately following the end of the first Dumbo story.,The story was supposed to be as if the first Dumbo ended and this one started the next day.,116175,117098,205893,99.0,5.0,8.0,3.0,0.62,19.0,91.0,4.0,12.0,4.0,0.62,19.0,0.92,0.8,1.5,1.33,0.62,1.0,6.61,7.07,1.07,10,7,0.7,8,6,0.75,0.7720981240272522,1,1,1,1,1,0,1,1,1,1,1,1,0
"Despite its name, based on a Berber expression meaning ""place of the winds"", the city was selected as the capital city for its moderate climate and central location within the country.",The city is often a place where the urban Mauritanians and the nomadic people of the area can.,21977,22152,145060,184.0,8.0,20.0,9.0,0.4,31.0,94.0,7.0,12.0,3.0,0.4,18.0,0.51,0.88,0.6,0.33,0.4,0.58,7.85,8.17,1.04,13,8,0.62,14,8,0.57,0.6005960702896118,0,1,1,1,1,0,1,1,1,1,1,1,0
Year 1524 (MDXXIV) was a leap year starting on Friday (link will display the full calendar) of the Julian calendar.,Deaths,164129,165422,143070,115.0,5.0,10.0,3.0,0.08,20.0,6.0,0.0,0.0,0.0,0.08,1.0,0.05,0.1,0.05,0.17,0.08,0.05,8.62,10.33,1.2,9,0,0.0,11,7,0.64,0.029056143015623,0,1,1,1,1,0,1,1,1,1,1,1,0
"Born in Fabriano (Ancona), Italy 1877, Fabbri was first sentenced for anarchist activities at the age of 16 in Ancona, and spent many years in and out of Italian prisons.","Life and death Born in Fabriano (Ancona), Italy in 1877, Fabbri was first sentenced for anarchist activities at the age of 16 in Ancona, and spent many years in and out of Italian prisons.",122125,123091,255000,170.0,6.0,13.0,8.0,0.95,30.0,188.0,6.0,17.0,8.0,0.95,34.0,1.11,1.0,1.31,1.0,0.95,1.13,10.51,10.16,0.97,13,13,1.0,14,14,1.0,0.983946681022644,1,1,1,1,1,0,1,1,1,1,1,1,0
"By 1968, the product was profitable and in 1979, it was sold to the Gillette Corporation for $47.5 million with royalties.",She sold the product to the Gillette Corporation for 47.5 million US Dollars in 1979.,25048,25246,99482,122.0,4.0,9.0,4.0,0.62,21.0,85.0,4.0,12.0,3.0,0.62,15.0,0.7,1.0,1.33,0.75,0.62,0.71,9.41,8.63,0.92,5,4,0.8,7,5,0.71,0.6588351130485535,1,1,1,1,1,0,1,1,1,1,1,1,0
The diet consists mainly of fruits and figs.,They eat mainly of fruits and figs.,44086,44430,10355,44.0,3.0,2.0,3.0,0.84,8.0,35.0,3.0,2.0,1.0,0.84,7.0,0.8,1.0,1.0,0.33,0.84,0.88,8.58,8.71,1.02,4,0,0.0,4,2,0.5,0.8297449946403503,1,1,1,1,1,0,1,1,1,1,1,1,0
"Basil seeds When soaked in water the seeds of several basil varieties become gelatinous, and are used in Asian drinks and desserts such as falooda or Sherbet.",When soaked in water the seeds of several basil varieties become gelatinous. They are used in Asian drinks and desserts such as falooda or sherbet.,42768,43104,94858,158.0,7.0,11.0,4.0,0.92,27.0,73.0,6.0,9.0,4.0,0.92,12.5,0.46,0.86,0.82,1.0,0.92,0.46,9.71,9.7,1.0,10,6,0.6,14,8,0.57,0.9188642501831056,1,1,1,1,1,0,1,1,1,1,1,1,0
"Koji Sasaki (born January 30, 1936) is a former Japanese football player.",Koji Sasaki (born 30 January 1936) is a former Japanese football player.,171690,173050,183756,73.0,4.0,8.0,4.0,0.95,12.0,72.0,4.0,7.0,4.0,0.95,12.0,0.99,1.0,0.88,1.0,0.95,1.0,8.36,8.36,1.0,10,10,1.0,9,8,0.89,0.935438334941864,1,1,1,1,1,0,1,1,1,1,1,1,0
"Accrington Stanley Football Club has officially had its own pub in the town, the Crown, since July 2007.",Accrington is home to the Accrington Stanley Football Club.,21468,21638,171284,104.0,4.0,11.0,3.0,0.42,18.0,59.0,5.0,5.0,2.0,0.42,9.0,0.57,1.25,0.45,0.67,0.42,0.5,8.85,10.65,1.2,8,8,1.0,10,10,1.0,0.659451961517334,0,1,1,1,1,0,1,1,1,1,1,1,0
"Oahu (in English) or Oahu (in Hawaiian), known as ""The Gathering Place"", is the third largest of the Hawaiian Islands and most populous of the islands in the State of Hawaii.","Oahu is the third largest of the Hawaiian Islands, in the United States.",191260,192760,34391,174.0,8.0,20.0,4.0,0.54,31.0,72.0,4.0,9.0,2.0,0.54,13.0,0.41,0.5,0.45,0.5,0.54,0.42,9.6,8.96,0.93,12,4,0.33,14,7,0.5,0.6869891881942749,1,1,1,1,1,0,1,1,1,1,1,1,0
"The term ""Protestant"" was not originally used by Reformation era leaders; instead, they called themselves ""evangelical"", emphasising the ""return to the true gospel (Greek: euangelion).""","The term ""Protestant"", however, was not originally used by these leaders; instead, they called themselves ""evangelical"", emphasizing the ""return to the true gospel (Greek: euangelion)"".",167961,169290,161590,185.0,5.0,9.0,8.0,0.92,25.0,185.0,5.0,10.0,7.0,0.92,25.0,1.0,1.0,1.11,0.88,0.92,1.0,9.48,9.2,0.97,13,13,1.0,14,14,1.0,0.9559479355812072,1,1,1,1,1,0,1,1,1,1,1,1,0
"On 2 December 2009, the album was nominated for the Grammy Award for Best Country Album, but lost to Taylor Swift's Fearless.",The album was nominated for a Grammy Award for Best Country Album in 2009.,149155,150334,262175,125.0,6.0,11.0,5.0,0.67,22.0,74.0,6.0,9.0,3.0,0.67,14.0,0.59,1.0,0.82,0.6,0.67,0.64,9.02,8.69,0.96,11,8,0.73,12,6,0.5,0.8863977789878845,1,1,1,1,1,0,1,1,1,1,1,1,0
"Badmotorfinger is the third studio album by the American alternative rock band Soundgarden, released on October 8, 1991 through A&M Records.","Badmotorfinger is the third studio album by the American rock band Soundgarden. The album was released October 8, 1991.",13703,13816,273330,140.0,5.0,9.0,6.0,0.8,21.0,59.0,5.0,5.0,5.0,0.8,9.5,0.42,1.0,0.56,0.83,0.8,0.45,8.08,7.51,0.93,13,7,0.54,14,8,0.57,0.908189594745636,1,1,1,1,1,0,1,1,1,1,1,1,0
"The city's economy is mostly based on agriculture and tourism, because of its 6 km-long beach (Eracleamare).",Eracleamare,2000,2008,20136,108.0,3.0,7.0,3.0,0.18,17.0,11.0,0.0,0.0,1.0,0.18,1.0,0.1,0.17,0.07,0.33,0.18,0.06,7.83,14.51,1.85,10,13,1.3,13,14,1.08,0.2041921913623809,0,1,1,1,1,0,1,1,1,1,1,1,0
The members of the orchestra are chosen from the Orchestra of the Vienna State Opera.,Then they are allowed to try to become a member of the Vienna Philharmonic.,25677,25880,162244,85.0,5.0,5.0,3.0,0.51,15.0,75.0,6.0,3.0,3.0,0.51,14.0,0.88,1.2,0.6,1.0,0.51,0.93,9.05,8.11,0.9,8,9,1.12,8,6,0.75,0.5847150087356567,0,1,1,1,1,0,1,1,1,1,1,1,0
Perles is a commune in the Aisne department in Picardy in northern France.,"Perles, Aisne is a commune.",101567,102378,122899,74.0,5.0,7.0,4.0,0.44,13.0,27.0,2.0,3.0,2.0,0.44,5.0,0.36,0.4,0.43,0.5,0.44,0.38,11.64,12.1,1.04,7,3,0.43,8,3,0.38,0.5887354612350464,1,1,1,1,1,0,1,1,1,1,1,1,0
"Terry won his fourth straight Immunity Challenge, and the former Casaya alliance was forced to vote out one of their own.","Terry won his fourth Immunity Challenge in a row, and the old Casaya alliance had to vote out one of their own.",148151,149318,267153,121.0,6.0,13.0,5.0,0.85,21.0,111.0,6.0,14.0,4.0,0.85,22.0,0.92,1.0,1.08,0.8,0.85,1.05,8.93,9.04,1.01,8,8,1.0,12,9,0.75,0.905508279800415,1,1,1,1,1,0,1,1,1,1,1,1,0
"As of 2005, its population was estimated at more than 371,090,000.",Britannica Concise EncyclopediaGeography: CIA World Factbook 2008.,178008,179419,9762,66.0,3.0,7.0,2.0,0.33,11.0,66.0,2.0,4.0,4.0,0.33,7.0,1.0,0.67,0.57,2.0,0.33,0.64,9.66,11.31,1.17,6,13,2.17,8,14,1.75,0.1498657613992691,0,1,1,1,1,0,1,1,1,1,1,1,0
"In broadcasting, syndication is the sale of the right to broadcast radio shows and television shows to multiple individual stations, without going through a broadcast network.",Syndicated means television program being shown on a different television network than the one that first showed the program.,201738,203305,31168,175.0,6.0,12.0,7.0,0.45,26.0,125.0,8.0,4.0,4.0,0.45,19.0,0.71,1.33,0.33,0.57,0.45,0.73,8.15,7.44,0.91,13,12,0.92,14,14,1.0,0.5772693157196045,1,1,1,1,1,0,1,1,1,1,1,1,0
"The DVD includes such hits as ""Alone"", ""Barracuda"", ""Crazy on You"", ""Magic Man"", ""Straight On"", ""These Dreams"" and many more.","In addition it had the songs ""Magic Man"" and ""Crazy On You"". Two of the songs were named ""Straight On"" and ""Dog & Butterfly"". Some of the songs were ""These Dreams"", ""What About Love"", ""Alone"" and ""All I Want To Do Is Make Love To You"".",213390,215057,258809,125.0,7.0,17.0,2.0,0.42,20.0,77.67,5.0,5.0,1.0,0.42,15.33,0.62,0.71,0.29,0.5,0.42,0.77,9.28,7.5,0.81,6,3,0.5,14,6,0.43,0.8019894361495972,0,1,1,1,1,0,1,1,1,1,1,1,0
"Today the nearest railway station is Burton upon Trent, about five miles away, as the railway between Burton and Leicester lost its passenger service under the Beeching Plan in the 1960s and now carries only freight.",The nearest railway station is Burton upon Trent which is five miles away.,151894,153101,26844,216.0,5.0,17.0,5.0,0.48,36.0,74.0,6.0,3.0,2.0,0.48,13.0,0.34,1.2,0.18,0.4,0.48,0.36,9.31,8.73,0.94,13,6,0.46,14,8,0.57,0.644565999507904,1,1,1,1,1,0,1,1,1,1,1,1,0
"Many of the tracks on Revolver are marked by an electric guitar-rock sound, in contrast with their previous, folk rock inspired Rubber Soul.",Capitol Records then released Revolver in a shortened version.,152957,154173,145569,140.0,6.0,17.0,5.0,0.38,23.0,62.0,3.0,3.0,5.0,0.38,9.0,0.44,0.5,0.18,1.0,0.38,0.39,8.47,9.59,1.13,10,7,0.7,14,11,0.79,0.5672104954719543,0,1,1,1,1,0,1,1,1,1,1,1,0
"A palette knife is a blunt tool used for mixing or applying paint, with a flexible steel blade.",It is a tool.,21055,21225,92689,95.0,6.0,8.0,4.0,0.22,18.0,13.0,2.0,2.0,0.0,0.22,4.0,0.14,0.33,0.25,0.12,0.22,0.22,8.79,6.64,0.76,7,0,0.0,8,0,0.0,0.4087061882019043,0,1,1,1,1,0,1,1,1,1,1,1,0
"1884 & ndash; Hideki Tojo, Prime Minister of Japan (d. 1948)","1975 - Tiger Woods, American golf player",196005,197530,230190,60.0,4.0,5.0,3.0,0.4,11.0,40.0,2.0,4.0,0.0,0.4,7.0,0.67,0.5,0.8,0.17,0.4,0.64,11.25,8.97,0.8,5,4,0.8,7,8,1.14,0.5102874636650085,0,1,1,1,1,0,1,1,1,1,1,1,0
Its capital is Zaragoza (also called Saragossa in English).,The capital of Aragon is Zaragoza (sometimes called Saragossa in English).,17968,18110,112228,59.0,5.0,3.0,1.0,0.81,9.0,74.0,5.0,3.0,1.0,0.81,11.0,1.25,1.0,1.0,1.0,0.81,1.22,9.17,10.51,1.15,7,6,0.86,10,12,1.2,0.9035343527793884,1,1,1,1,1,0,1,1,1,1,1,1,0
Naoto Sakurai is a Japanese former football player who has recently played for Omiya Ardija.,Naoto Sakurai (born 2 September 1975) is a former Japanese football player.,71377,71951,295740,92.0,5.0,5.0,6.0,0.53,15.0,75.0,4.0,7.0,4.0,0.53,12.0,0.82,0.8,1.4,0.67,0.53,0.8,11.53,8.42,0.73,10,10,1.0,11,10,0.91,0.4599376618862152,1,1,1,1,1,0,1,1,1,1,1,1,0
"Beyond their defensive utility many walls also had important symbolic functions â ""representing the status and independence of the communities they embraced.","Beyond their defensive utility value many walls also had important symbolic functions â ""representing the status and independence of the communities they embraced.",102619,103440,85526,157.0,6.0,7.0,10.0,0.98,22.0,163.0,6.0,8.0,10.0,0.98,23.0,1.04,1.0,1.14,1.0,0.98,1.05,8.62,8.6,1.0,13,13,1.0,14,14,1.0,0.9895673394203186,1,1,1,1,1,0,1,1,1,1,1,1,0
"An incubus may pursue sexual relations with a woman in order to father a child, as in the legend of Merlin.","Sometimes, having sex with an incubus may result in a child, as in the legend of Merlin.",198369,199917,95851,107.0,5.0,13.0,6.0,0.64,21.0,88.0,5.0,8.0,4.0,0.64,17.0,0.82,1.0,0.62,0.67,0.64,0.81,8.69,9.15,1.05,10,8,0.8,9,7,0.78,0.8535295724868774,1,1,1,1,1,0,1,1,1,1,1,1,0
"Often, they are close partners and backstage friends who team with each other almost exclusively, while other times they are singles competitors who are booked together for just one match.","In professional wrestling, a tag team is a team of two wrestlers who are working together as a team (more than two is called a stable).",71142,71716,271813,188.0,7.0,18.0,5.0,0.45,30.0,135.0,7.0,18.0,2.0,0.45,26.0,0.72,1.0,1.0,0.4,0.45,0.87,8.69,7.76,0.89,13,10,0.77,14,12,0.86,0.4183833003044128,0,1,1,1,1,0,1,1,1,1,1,1,0
His own madrigals are very chromatic and use varied organic counterpoint and unconventional rhythm in their construction.,Weelkes's madrigals are very chromatic and use counterpoint and unusual rhythms.,100333,101132,161892,121.0,4.0,7.0,7.0,0.69,17.0,80.0,5.0,3.0,4.0,0.69,11.0,0.66,1.25,0.43,0.57,0.69,0.65,10.46,11.01,1.05,12,8,0.67,14,14,1.0,0.7707554697990417,1,1,1,1,1,0,1,1,1,1,1,1,0
"Stites is a city in Idaho County, Idaho, United States.",Stites is a city of Idaho in the United States.,5003,5037,16633,55.0,6.0,3.0,1.0,0.82,10.0,47.0,4.0,3.0,1.0,0.82,10.0,0.85,0.67,1.0,1.0,0.82,1.0,9.05,9.05,1.0,5,2,0.4,5,2,0.4,0.7771399617195129,1,1,1,1,1,0,1,1,1,1,1,1,0
9 Metis is one of the larger main-belt asteroids.,9 Metis is one of the biggest main belt asteroids.,54594,55040,53318,49.0,5.0,6.0,2.0,0.89,9.0,50.0,4.0,5.0,2.0,0.89,10.0,1.02,0.8,0.83,1.0,0.89,1.11,9.95,9.95,1.0,4,4,1.0,4,3,0.75,0.8482104539871216,1,1,1,1,1,0,1,1,1,1,1,1,0
Outflow Fresh river water flowing from the Mississippi into the Gulf of Mexico does not mix into the salt water immediately.,The Mississippi flows into the Gulf of Mexico.,27955,28181,38411,124.0,6.0,12.0,5.0,0.46,21.0,46.0,4.0,2.0,2.0,0.46,8.0,0.37,0.67,0.17,0.4,0.46,0.38,8.69,8.63,0.99,13,9,0.69,12,6,0.5,0.6557183861732483,1,1,1,1,1,0,1,1,1,1,1,1,0
"Nordwestmecklenburg (Northwestern Mecklenburg) is a Kreis (district) in the north-western part of Mecklenburg-Vorpommern, Germany.",Towns and municipalities,89316,90026,158448,130.0,6.0,5.0,6.0,0.18,14.0,24.0,1.0,2.0,1.0,0.18,3.0,0.18,0.17,0.4,0.17,0.18,0.21,11.2,9.97,0.89,13,13,1.0,14,14,1.0,-0.0029061536770313,0,1,1,1,1,0,1,1,1,1,1,1,0
"The season officially began on June 1, 2006, and lasted until November 30.","The season officially began on June 1 2006, and lasted until November 30.",14895,15016,96707,74.0,4.0,8.0,2.0,0.99,13.0,73.0,4.0,7.0,2.0,0.99,13.0,0.99,1.0,0.88,1.0,0.99,1.0,7.49,7.49,1.0,10,10,1.0,8,7,0.88,0.9784042239189148,1,1,1,1,1,0,1,1,1,1,1,1,0
"1513 & ndash; Juan Ponce de Leon sets foot on Florida, becoming the first European known to do so.",Births,147414,148579,181177,98.0,5.0,5.0,2.0,0.08,19.0,6.0,0.0,0.0,0.0,0.08,1.0,0.06,0.1,0.1,0.25,0.08,0.05,8.94,10.92,1.22,7,0,0.0,8,7,0.88,0.2181308269500732,0,1,1,1,1,0,1,1,1,1,1,1,0
"Antonio de Torres Jurado (13 June 1817 â ""19 November 1892) was a Spanish guitarist and luthier.","Antonio De Torres Jurado (June 13, 1817 â ""November 19, 1892) was a Spanish guitarist and guitar maker.",176534,177936,248309,96.0,2.0,5.0,6.0,0.86,17.0,103.0,3.0,6.0,7.0,0.86,18.0,1.07,1.5,1.2,1.17,0.86,1.06,9.56,8.92,0.93,10,10,1.0,9,10,1.11,0.8989425897598267,1,1,1,1,1,0,1,1,1,1,1,1,0
"William Bouguereau (, vill-yam boo-guh-roe) was a traditionalist whose realistic genre paintings and mythological themes were modern interpretations of Classical subjects with a heavy emphasis on the female human body.","William died at the age of 79 on August 19, 1905 from heart disease.",67632,68183,149357,218.0,8.0,12.0,11.0,0.29,30.0,68.0,4.0,11.0,1.0,0.29,14.0,0.31,0.5,0.92,0.09,0.29,0.47,10.67,7.23,0.68,13,3,0.23,14,4,0.29,0.3389068841934204,0,1,1,1,1,0,1,1,1,1,1,1,0
"Shaktoolik is a city in Nome Census Area, Alaska, United States.",Shaktoolik is a city in Alaska.,22982,23162,54843,64.0,6.0,3.0,3.0,0.65,11.0,31.0,3.0,2.0,2.0,0.65,6.0,0.48,0.5,0.67,0.67,0.65,0.55,9.53,11.04,1.16,6,4,0.67,7,2,0.29,0.7111032605171204,1,1,1,1,1,0,1,1,1,1,1,1,0
"It is the first book in the Artemis Fowl series, being followed by Artemis Fowl: The Arctic Incident.",It is the first book in the Artemis Fowl series.,190852,192349,225273,101.0,5.0,18.0,4.0,0.64,18.0,48.0,5.0,4.0,1.0,0.64,10.0,0.48,1.0,0.22,0.25,0.64,0.56,10.48,9.4,0.9,7,1,0.14,10,2,0.2,0.8644390106201172,1,1,1,1,1,0,1,1,1,1,1,1,0
"In 1481, Pope Sixtus IV summoned Botticelli and other prominent Florentine and Umbrian artists to fresco the walls of the Sistine Chapel.","In 1481, Pope Sixtus IV summoned him and prominent Florentine and Umbrian artists who had been summoned to fresco the walls of the Sistine Chapel.",199303,200854,289345,137.0,5.0,10.0,8.0,0.86,22.0,146.0,7.0,10.0,7.0,0.86,25.0,1.07,1.4,1.0,0.88,0.86,1.14,11.04,10.68,0.97,12,11,0.92,14,14,1.0,0.8845239281654358,1,1,1,1,1,0,1,1,1,1,1,1,0
"Cristina Elisabet FernÃ ndez de Kirchner (; born 19 February 1953), commonly known as Cristina FernÃ ndez or Cristina Kirchner, is the 55th and current President of Argentina and the widow of former President NÃ stor Kirchner.","Cristina Elisabet FernÃ ndez Viuda de Kirchner (February 19, 1953), also called Cristina FernÃ ndez or Cristina Kirchner, is the current President of Argentina.",191702,193204,189712,226.0,8.0,16.0,10.0,0.74,37.0,160.0,5.0,20.0,8.0,0.74,24.0,0.71,0.62,1.25,0.8,0.74,0.65,12.1,12.97,1.07,13,13,1.0,14,14,1.0,0.8874520659446716,1,1,1,1,1,0,1,1,1,1,1,1,0
"Thomas Cromwell, 1st Earl of Essex, (b. in or before 1485, executed 28 July 1540), was an English statesman who served as chief minister of King Henry VIII of England from 1532 to 1540.","Thomas Cromwell, 1st Earl of Essex, KG, PC (c. 1485 â ""28 July 1540) was an English statesman. He was King Henry VIII's chief minister (like Prime Minister) from 1532 to 1540.",150524,151714,237728,185.0,8.0,14.0,7.0,0.72,34.0,87.0,7.0,19.0,5.0,0.72,16.0,0.47,0.88,1.36,0.71,0.72,0.47,9.39,9.26,0.99,8,4,0.5,8,5,0.62,0.8846929669380188,1,1,1,1,1,0,1,1,1,1,1,1,0
"Alternatively, it can be obtained by dissolving cadmium or cadmium oxide in hydrobromic acid and evaporating the solution to dryness under helium in an inert atmosphere.",Cadmium bromide is made by reacting cadmium with bromine or by reacting cadmium or its oxide with hydrobromic acid and evaporating the solution in helium.,197673,199210,110036,169.0,7.0,9.0,12.0,0.61,26.0,154.0,10.0,9.0,8.0,0.61,25.0,0.91,1.43,1.0,0.67,0.61,0.96,10.64,11.17,1.05,13,13,1.0,14,14,1.0,0.8141435384750366,1,1,1,1,1,0,1,1,1,1,1,1,0
"When Langston University of Oklahoma was admitted into the conference two years later, it began the migration of state-supported institutions into the SWAC.","When Langston University of Oklahoma was allowed into the conference two years later, it began the migration of state-supported institutions into the SWAC.",187611,189093,189405,156.0,5.0,9.0,8.0,0.97,23.0,155.0,5.0,9.0,8.0,0.97,23.0,0.99,1.0,1.0,1.0,0.97,1.0,8.46,8.28,0.98,13,13,1.0,14,14,1.0,0.994655430316925,1,1,1,1,1,0,1,1,1,1,1,1,0
"Barnhart, Robert K. (/O1995/O) The Barnhart Concise Dictionary of Etymology, page 348.",Other pages,7096,7150,115638,86.0,3.0,4.0,4.0,0.19,12.0,11.0,1.0,1.0,0.0,0.19,2.0,0.13,0.33,0.25,0.12,0.19,0.17,11.27,7.1,0.63,8,3,0.38,11,3,0.27,0.0326528139412403,0,1,1,1,1,0,1,1,1,1,1,1,0
"Its course bisects the city's industrial area, and several opening bridges have been constructed.","The river separates the industrial area of the city, and several opening bridges have been constructed.",1821,1828,151296,97.0,3.0,13.0,4.0,0.8,14.0,103.0,4.0,14.0,4.0,0.8,16.0,1.06,1.33,1.08,1.0,0.8,1.14,8.24,8.32,1.01,9,11,1.22,14,12,0.86,0.8356232643127441,1,1,1,1,1,0,1,1,1,1,1,1,0
